Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2018-100278,2016-01-27,2016-01-28,Second Class,CUST-9095,Consumer,United States,Los Angeles,California,77070,West,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,906.11,6,0.2,-37.63
CA-2016-100279,2016-04-12,2016-04-13,Standard Class,CUST-1646,Corporate,United States,Philadelphia,Pennsylvania,98705,East,PROD-943888,Office Supplies,Storage,Plastic Storage Box,681.74,1,0.0,-132.39
CA-2017-100280,2016-10-10,2016-10-12,First Class,CUST-6857,Corporate,United States,San Jose,California,45167,West,PROD-181520,Technology,Phones,Cordless Office Phone,315.8,3,0.3,12.68
CA-2018-100281,2018-07-23,2018-07-27,Same Day,CUST-8835,Corporate,United States,Chicago,Illinois,24818,Central,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,235.02,1,0.3,66.12
CA-2016-100282,2018-06-16,2018-06-18,Same Day,CUST-6875,Home Office,United States,New York,New York,99714,East,PROD-444595,Technology,Accessories,Mechanical Keyboard,265.4,4,0.3,17.1
CA-2017-100283,2016-05-09,2016-05-13,First Class,CUST-1202,Home Office,United States,Dallas,Texas,85582,South,PROD-444595,Technology,Accessories,Mechanical Keyboard,2104.34,5,0.0,125.65
CA-2018-100284,2017-05-24,2017-05-31,First Class,CUST-7305,Consumer,United States,Dallas,Texas,90335,South,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,2379.41,5,0.3,765.34
CA-2016-100285,2016-06-02,2016-06-09,First Class,CUST-4946,Corporate,United States,Phoenix,Arizona,16599,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,2618.39,4,0.0,197.58
CA-2017-100286,2018-07-06,2018-07-07,Same Day,CUST-8324,Corporate,United States,Los Angeles,California,75191,West,PROD-797682,Technology,Phones,Smartphone X 128GB,1331.24,4,0.0,393.44
CA-2018-100287,2017-09-15,2017-09-18,Same Day,CUST-6584,Corporate,United States,New York,New York,39218,East,PROD-391017,Office Supplies,Art,Highlighter Pack,2215.28,6,0.3,-291.5
CA-2016-100288,2017-03-30,2017-03-30,First Class,CUST-6818,Home Office,United States,Phoenix,Arizona,81786,West,PROD-245086,Technology,Machines,All-in-One Printer,502.61,1,0.3,-58.17
CA-2017-100289,2018-04-18,2018-04-19,First Class,CUST-4209,Consumer,United States,Los Angeles,California,61497,West,PROD-266564,Furniture,Furnishings,Desk Lamp,1149.36,6,0.3,-197.8
CA-2018-100290,2016-09-09,2016-09-16,Same Day,CUST-9260,Consumer,United States,San Diego,California,10568,West,PROD-181520,Technology,Phones,Cordless Office Phone,1750.19,5,0.1,376.45
CA-2016-100291,2016-12-21,2016-12-23,Second Class,CUST-7347,Home Office,United States,San Jose,California,89450,West,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,2821.33,4,0.1,-101.12
CA-2017-100292,2017-12-03,2017-12-07,Same Day,CUST-3185,Consumer,United States,San Antonio,Texas,88974,South,PROD-598119,Technology,Machines,Inkjet Printer,3190.16,6,0.1,-253.51
CA-2018-100293,2017-08-18,2017-08-23,Standard Class,CUST-3913,Home Office,United States,Dallas,Texas,93476,South,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,949.23,3,0.3,194.16
CA-2016-100294,2018-12-29,2019-01-02,Same Day,CUST-1209,Home Office,United States,Los Angeles,California,13312,West,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,240.0,6,0.2,60.03
CA-2017-100295,2016-11-25,2016-11-29,First Class,CUST-3399,Consumer,United States,Phoenix,Arizona,36738,West,PROD-181520,Technology,Phones,Cordless Office Phone,311.3,4,0.1,76.41
CA-2018-100296,2018-03-07,2018-03-10,First Class,CUST-1769,Corporate,United States,San Antonio,Texas,64600,South,PROD-245086,Technology,Machines,All-in-One Printer,536.6,1,0.1,92.48
CA-2016-100297,2018-06-26,2018-06-29,First Class,CUST-9955,Home Office,United States,San Jose,California,35751,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,584.21,4,0.0,-51.3
CA-2017-100298,2016-12-21,2016-12-22,Same Day,CUST-1665,Corporate,United States,Phoenix,Arizona,82954,West,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,3387.91,5,0.0,-5.63
CA-2018-100299,2016-11-13,2016-11-13,Standard Class,CUST-6285,Home Office,United States,New York,New York,91968,East,PROD-598119,Technology,Machines,Inkjet Printer,2211.89,5,0.0,598.14
CA-2016-100300,2017-10-12,2017-10-15,Standard Class,CUST-9529,Consumer,United States,Dallas,Texas,30889,South,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,254.5,1,0.1,50.39
CA-2017-100301,2017-11-09,2017-11-14,First Class,CUST-4579,Home Office,United States,Dallas,Texas,72240,South,PROD-797682,Technology,Phones,Smartphone X 128GB,1512.41,6,0.1,518.3
CA-2018-100302,2017-05-14,2017-05-14,First Class,CUST-7248,Consumer,United States,San Antonio,Texas,43631,South,PROD-245086,Technology,Machines,All-in-One Printer,2634.31,5,0.2,286.05
CA-2016-100303,2018-11-07,2018-11-14,Same Day,CUST-1718,Corporate,United States,Houston,Texas,51984,South,PROD-797682,Technology,Phones,Smartphone X 128GB,1554.89,2,0.0,273.91
CA-2017-100304,2017-03-07,2017-03-10,Same Day,CUST-2702,Consumer,United States,Dallas,Texas,67047,South,PROD-797682,Technology,Phones,Smartphone X 128GB,296.07,1,0.2,-52.48
CA-2018-100305,2016-05-30,2016-05-30,Standard Class,CUST-5127,Home Office,United States,Los Angeles,California,85361,West,PROD-344928,Furniture,Tables,Adjustable Standing Desk,1018.21,4,0.3,60.9
CA-2016-100306,2016-02-04,2016-02-10,Second Class,CUST-9762,Consumer,United States,San Jose,California,18288,West,PROD-797682,Technology,Phones,Smartphone X 128GB,2228.39,3,0.0,-58.16
CA-2017-100307,2017-09-09,2017-09-10,First Class,CUST-8170,Corporate,United States,San Antonio,Texas,96602,South,PROD-266564,Furniture,Furnishings,Desk Lamp,629.28,5,0.3,174.98
CA-2018-100308,2017-08-27,2017-08-29,First Class,CUST-7113,Consumer,United States,Dallas,Texas,82754,South,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,322.22,1,0.3,39.4
CA-2016-100309,2016-06-23,2016-06-27,Standard Class,CUST-6633,Consumer,United States,San Antonio,Texas,94663,South,PROD-913145,Technology,Accessories,Wireless Mouse,288.84,2,0.2,-24.09
CA-2017-100310,2017-01-06,2017-01-06,Same Day,CUST-2198,Corporate,United States,Los Angeles,California,42858,West,PROD-472516,Furniture,Chairs,Mesh Task Chair,1569.27,5,0.2,22.41
CA-2018-100311,2017-04-25,2017-04-26,First Class,CUST-2143,Consumer,United States,Philadelphia,Pennsylvania,73682,East,PROD-391017,Office Supplies,Art,Highlighter Pack,2253.19,6,0.2,641.3
CA-2016-100312,2018-05-27,2018-05-29,Second Class,CUST-6131,Consumer,United States,Houston,Texas,93995,South,PROD-391017,Office Supplies,Art,Highlighter Pack,872.43,2,0.2,285.05
CA-2017-100313,2018-08-05,2018-08-12,First Class,CUST-6004,Corporate,United States,Dallas,Texas,24264,South,PROD-044240,Furniture,Storage,Plastic Storage Box,1856.73,3,0.1,621.59
CA-2018-100314,2017-02-06,2017-02-10,Second Class,CUST-2235,Consumer,United States,Dallas,Texas,92788,South,PROD-034706,Furniture,Storage,Mobile File Cart,870.72,5,0.0,114.03
CA-2016-100315,2018-08-24,2018-08-26,First Class,CUST-7430,Consumer,United States,San Jose,California,48141,West,PROD-728041,Furniture,Furnishings,Picture Frame Set,307.96,5,0.2,31.2
CA-2017-100316,2017-05-04,2017-05-06,Standard Class,CUST-8310,Consumer,United States,Chicago,Illinois,84233,Central,PROD-444595,Technology,Accessories,Mechanical Keyboard,77.98,3,0.3,-4.75
CA-2018-100317,2017-06-25,2017-06-30,Standard Class,CUST-1701,Home Office,United States,Houston,Texas,77880,South,PROD-316180,Office Supplies,Storage,Mobile File Cart,2823.34,4,0.0,1096.46
CA-2016-100318,2017-10-25,2017-10-26,First Class,CUST-5314,Home Office,United States,Dallas,Texas,84732,South,PROD-728041,Furniture,Furnishings,Picture Frame Set,1181.64,4,0.0,129.98
CA-2017-100319,2018-02-09,2018-02-12,Same Day,CUST-6781,Corporate,United States,San Diego,California,73191,West,PROD-797682,Technology,Phones,Smartphone X 128GB,546.63,4,0.0,59.43
CA-2018-100320,2017-07-29,2017-08-01,Standard Class,CUST-4062,Consumer,United States,Philadelphia,Pennsylvania,88908,East,PROD-797682,Technology,Phones,Smartphone X 128GB,2599.53,4,0.0,231.12
CA-2016-100321,2018-09-07,2018-09-14,Standard Class,CUST-3641,Home Office,United States,San Antonio,Texas,12942,South,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,2141.62,5,0.1,380.62
CA-2017-100322,2016-03-21,2016-03-23,Second Class,CUST-3725,Corporate,United States,Chicago,Illinois,77717,Central,PROD-173509,Office Supplies,Appliances,Office Shredder,2801.95,6,0.2,1032.1
CA-2018-100323,2017-03-19,2017-03-26,Same Day,CUST-8891,Consumer,United States,Houston,Texas,63840,South,PROD-913145,Technology,Accessories,Wireless Mouse,2117.68,5,0.2,-210.43
CA-2016-100324,2017-12-02,2017-12-09,Second Class,CUST-4765,Corporate,United States,San Antonio,Texas,27329,South,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,2409.31,5,0.3,712.94
CA-2017-100325,2016-07-16,2016-07-18,Same Day,CUST-1639,Home Office,United States,Dallas,Texas,25403,South,PROD-728041,Furniture,Furnishings,Picture Frame Set,1444.16,2,0.0,488.39
CA-2018-100326,2018-06-02,2018-06-08,First Class,CUST-1711,Home Office,United States,Dallas,Texas,66224,South,PROD-293155,Furniture,Furnishings,Wall Clock,1419.88,3,0.0,78.51
CA-2016-100327,2017-06-05,2017-06-12,Standard Class,CUST-2373,Corporate,United States,San Jose,California,81267,West,PROD-389073,Office Supplies,Art,Dry Erase Markers,568.77,1,0.0,83.49
CA-2017-100328,2016-08-29,2016-08-29,Same Day,CUST-4365,Home Office,United States,Philadelphia,Pennsylvania,63588,East,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,1673.61,4,0.2,-72.33
CA-2018-100329,2019-01-02,2019-01-08,First Class,CUST-5514,Home Office,United States,San Antonio,Texas,36698,South,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,419.05,2,0.3,-20.0
CA-2016-100330,2017-09-20,2017-09-25,Same Day,CUST-3262,Home Office,United States,Los Angeles,California,40116,West,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,122.85,1,0.3,33.37
CA-2017-100331,2016-04-16,2016-04-18,Same Day,CUST-1086,Consumer,United States,Chicago,Illinois,71822,Central,PROD-844518,Technology,Copiers,Commercial Copier 3000,171.33,1,0.2,-26.04
CA-2018-100332,2016-03-18,2016-03-24,Same Day,CUST-9536,Corporate,United States,San Jose,California,17531,West,PROD-293155,Furniture,Furnishings,Wall Clock,132.29,1,0.2,-11.0
CA-2016-100333,2018-11-11,2018-11-14,Standard Class,CUST-1590,Corporate,United States,Houston,Texas,95854,South,PROD-926655,Furniture,Chairs,Ergonomic Office Chair,1499.62,3,0.2,302.62
CA-2017-100334,2018-04-10,2018-04-13,Second Class,CUST-2124,Consumer,United States,Dallas,Texas,47289,South,PROD-598119,Technology,Machines,Inkjet Printer,499.24,3,0.1,36.37
CA-2018-100335,2018-04-07,2018-04-07,First Class,CUST-3867,Corporate,United States,Dallas,Texas,23954,South,PROD-181520,Technology,Phones,Cordless Office Phone,1818.91,3,0.2,592.36
CA-2016-100336,2017-05-27,2017-06-03,Same Day,CUST-8923,Consumer,United States,Philadelphia,Pennsylvania,70142,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,389.73,4,0.0,11.54
CA-2017-100337,2017-03-27,2017-03-30,First Class,CUST-7757,Corporate,United States,Dallas,Texas,80208,South,PROD-000013,Furniture,Tables,Office Desk Table,189.46,3,0.2,-29.25
CA-2018-100338,2016-12-31,2017-01-07,First Class,CUST-6792,Consumer,United States,San Jose,California,45268,West,PROD-244766,Furniture,Chairs,Executive Leather Chair,884.17,6,0.1,286.16
CA-2016-100339,2017-02-27,2017-03-02,Standard Class,CUST-5091,Home Office,United States,Philadelphia,Pennsylvania,30446,East,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,3212.35,6,0.3,540.63
CA-2017-100340,2016-03-27,2016-04-03,First Class,CUST-6167,Corporate,United States,San Jose,California,46009,West,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,653.63,4,0.1,-109.49
CA-2018-100341,2018-05-16,2018-05-23,Second Class,CUST-9232,Corporate,United States,San Antonio,Texas,99959,South,PROD-266564,Furniture,Furnishings,Desk Lamp,2001.47,6,0.2,427.37
CA-2016-100342,2016-01-25,2016-01-28,Same Day,CUST-2650,Corporate,United States,Philadelphia,Pennsylvania,90318,East,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,350.69,2,0.2,6.86
CA-2017-100343,2018-10-18,2018-10-24,Standard Class,CUST-7866,Home Office,United States,Philadelphia,Pennsylvania,57851,East,PROD-391017,Office Supplies,Art,Highlighter Pack,826.69,2,0.1,238.51
CA-2018-100344,2017-07-06,2017-07-09,Same Day,CUST-7240,Consumer,United States,Chicago,Illinois,29601,Central,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,1286.98,4,0.2,349.03
CA-2016-100345,2017-09-06,2017-09-10,Second Class,CUST-7527,Consumer,United States,Chicago,Illinois,17869,Central,PROD-344928,Furniture,Tables,Adjustable Standing Desk,391.49,6,0.2,-17.28
CA-2017-100346,2018-01-07,2018-01-11,First Class,CUST-1324,Corporate,United States,Los Angeles,California,56018,West,PROD-913145,Technology,Accessories,Wireless Mouse,603.35,3,0.3,159.8
CA-2018-100347,2018-07-04,2018-07-05,Same Day,CUST-5694,Corporate,United States,Chicago,Illinois,31964,Central,PROD-598119,Technology,Machines,Inkjet Printer,2065.5,6,0.3,638.94
CA-2016-100348,2016-05-26,2016-05-27,Standard Class,CUST-6629,Consumer,United States,Philadelphia,Pennsylvania,51533,East,PROD-598119,Technology,Machines,Inkjet Printer,2069.97,5,0.2,688.5
CA-2017-100349,2018-01-13,2018-01-20,Same Day,CUST-3741,Consumer,United States,New York,New York,26389,East,PROD-444595,Technology,Accessories,Mechanical Keyboard,3372.32,6,0.0,-248.4
CA-2018-100350,2018-03-24,2018-03-25,Second Class,CUST-2045,Corporate,United States,Dallas,Texas,17055,South,PROD-728041,Furniture,Furnishings,Picture Frame Set,78.86,1,0.1,-11.78
CA-2016-100351,2018-03-09,2018-03-13,Standard Class,CUST-5053,Home Office,United States,Phoenix,Arizona,68085,West,PROD-913145,Technology,Accessories,Wireless Mouse,3358.11,5,0.0,-600.79
CA-2017-100352,2017-12-31,2018-01-05,Same Day,CUST-8654,Home Office,United States,Phoenix,Arizona,81898,West,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,1680.28,5,0.3,191.68
CA-2018-100353,2018-12-29,2019-01-02,First Class,CUST-8891,Home Office,United States,Houston,Texas,21738,South,PROD-391017,Office Supplies,Art,Highlighter Pack,676.95,4,0.2,-131.1
CA-2016-100354,2018-12-07,2018-12-09,First Class,CUST-5698,Corporate,United States,Dallas,Texas,11090,South,PROD-844518,Technology,Copiers,Commercial Copier 3000,25.75,3,0.3,7.18
CA-2017-100355,2017-04-18,2017-04-18,First Class,CUST-4089,Corporate,United States,Dallas,Texas,67292,South,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,2482.24,6,0.3,737.36
CA-2018-100356,2017-03-27,2017-03-31,Second Class,CUST-7917,Home Office,United States,Houston,Texas,77713,South,PROD-598119,Technology,Machines,Inkjet Printer,2859.01,6,0.2,136.5
CA-2016-100357,2016-05-20,2016-05-22,Standard Class,CUST-5744,Consumer,United States,San Diego,California,90967,West,PROD-391017,Office Supplies,Art,Highlighter Pack,467.84,2,0.1,-79.64
CA-2017-100358,2018-12-31,2018-12-31,Standard Class,CUST-2675,Corporate,United States,Phoenix,Arizona,26389,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,153.41,2,0.0,14.75
CA-2018-100359,2017-12-01,2017-12-07,First Class,CUST-9165,Corporate,United States,San Diego,California,14159,West,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,151.81,1,0.3,-23.86
CA-2016-100360,2018-08-20,2018-08-22,Standard Class,CUST-5097,Corporate,United States,New York,New York,25985,East,PROD-444595,Technology,Accessories,Mechanical Keyboard,805.98,4,0.0,-64.88
CA-2017-100361,2016-07-11,2016-07-14,Same Day,CUST-7375,Home Office,United States,Phoenix,Arizona,52344,West,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,930.19,3,0.2,-75.13
CA-2018-100362,2016-04-16,2016-04-19,Second Class,CUST-4866,Home Office,United States,San Antonio,Texas,52534,South,PROD-244766,Furniture,Chairs,Executive Leather Chair,450.55,5,0.1,-87.7
CA-2016-100363,2016-03-27,2016-04-03,Standard Class,CUST-7084,Consumer,United States,Houston,Texas,30669,South,PROD-499462,Office Supplies,Binders,D-Ring Binder 3in,253.16,6,0.2,47.28
CA-2017-100364,2019-01-03,2019-01-04,Standard Class,CUST-8992,Consumer,United States,Philadelphia,Pennsylvania,83184,East,PROD-598119,Technology,Machines,Inkjet Printer,665.31,6,0.3,9.91
CA-2018-100365,2016-10-02,2016-10-06,Second Class,CUST-8951,Home Office,United States,San Diego,California,83272,West,PROD-209576,Office Supplies,Appliances,Electric Pencil Sharpener,728.84,2,0.2,-4.22
CA-2016-100366,2018-08-17,2018-08-21,Standard Class,CUST-2128,Home Office,United States,Chicago,Illinois,68901,Central,PROD-391017,Office Supplies,Art,Highlighter Pack,15.6,4,0.3,3.75
CA-2017-100367,2016-02-08,2016-02-13,Standard Class,CUST-6254,Home Office,United States,Los Angeles,California,96283,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,2466.73,5,0.1,413.98
CA-2018-100368,2017-10-22,2017-10-28,First Class,CUST-2809,Consumer,United States,Dallas,Texas,96362,South,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,1258.97,2,0.1,-170.93
CA-2016-100369,2017-01-27,2017-01-28,Second Class,CUST-7366,Home Office,United States,San Diego,California,78920,West,PROD-245086,Technology,Machines,All-in-One Printer,541.42,3,0.0,-104.03
CA-2017-100370,2017-03-03,2017-03-10,Second Class,CUST-8668,Home Office,United States,New York,New York,57307,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,246.47,6,0.2,28.94
CA-2018-100371,2016-05-24,2016-05-28,Second Class,CUST-4537,Home Office,United States,Los Angeles,California,23267,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,285.35,2,0.1,40.52
CA-2016-100372,2017-01-01,2017-01-07,Second Class,CUST-6864,Home Office,United States,San Diego,California,97194,West,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,707.56,2,0.2,137.63
CA-2017-100373,2018-12-29,2019-01-05,First Class,CUST-6163,Home Office,United States,Philadelphia,Pennsylvania,58722,East,PROD-631264,Office Supplies,Labels,Address Labels 1000 pack,1415.57,6,0.1,195.19
CA-2018-100374,2017-03-14,2017-03-20,First Class,CUST-6898,Corporate,United States,San Diego,California,62047,West,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,80.82,5,0.1,32.01
CA-2016-100375,2017-09-10,2017-09-10,First Class,CUST-4635,Consumer,United States,Philadelphia,Pennsylvania,12844,East,PROD-245086,Technology,Machines,All-in-One Printer,28.0,1,0.2,-2.98
CA-2017-100376,2017-06-26,2017-07-01,Standard Class,CUST-4817,Corporate,United States,Phoenix,Arizona,22046,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,318.6,6,0.2,87.85
CA-2018-100377,2016-12-20,2016-12-27,Second Class,CUST-5921,Consumer,United States,San Jose,California,60010,West,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,1479.31,3,0.3,73.84
CA-2016-100378,2016-09-03,2016-09-06,Second Class,CUST-7266,Consumer,United States,Phoenix,Arizona,78731,West,PROD-000013,Furniture,Tables,Office Desk Table,1091.91,3,0.1,-118.02
CA-2017-100379,2018-03-15,2018-03-22,Second Class,CUST-4638,Corporate,United States,Phoenix,Arizona,61684,West,PROD-244766,Furniture,Chairs,Executive Leather Chair,383.3,1,0.0,49.4
CA-2018-100380,2017-06-21,2017-06-22,Same Day,CUST-9221,Corporate,United States,Chicago,Illinois,27677,Central,PROD-173509,Office Supplies,Appliances,Office Shredder,1149.4,4,0.1,157.12
CA-2016-100381,2018-12-09,2018-12-12,Standard Class,CUST-2173,Corporate,United States,San Antonio,Texas,52390,South,PROD-797682,Technology,Phones,Smartphone X 128GB,1602.23,6,0.2,14.4
CA-2017-100382,2017-10-18,2017-10-23,Second Class,CUST-5994,Consumer,United States,Philadelphia,Pennsylvania,90769,East,PROD-173509,Office Supplies,Appliances,Office Shredder,146.44,4,0.1,-11.74
CA-2018-100383,2018-02-04,2018-02-06,Second Class,CUST-2841,Home Office,United States,New York,New York,41856,East,PROD-444595,Technology,Accessories,Mechanical Keyboard,277.9,1,0.0,-4.7
CA-2016-100384,2018-08-22,2018-08-22,First Class,CUST-4424,Home Office,United States,Dallas,Texas,37770,South,PROD-034706,Furniture,Storage,Mobile File Cart,1750.53,5,0.1,379.94
CA-2017-100385,2016-02-07,2016-02-13,Second Class,CUST-5185,Consumer,United States,New York,New York,47226,East,PROD-034706,Furniture,Storage,Mobile File Cart,374.64,1,0.0,-59.96
CA-2018-100386,2017-07-09,2017-07-14,Second Class,CUST-1312,Corporate,United States,San Antonio,Texas,40299,South,PROD-173509,Office Supplies,Appliances,Office Shredder,1170.92,3,0.0,-103.22
CA-2016-100387,2018-10-22,2018-10-29,Second Class,CUST-1651,Consumer,United States,Dallas,Texas,49967,South,PROD-316180,Office Supplies,Storage,Mobile File Cart,623.13,6,0.2,131.22
CA-2017-100388,2017-12-28,2018-01-01,Standard Class,CUST-9212,Corporate,United States,New York,New York,92023,East,PROD-943888,Office Supplies,Storage,Plastic Storage Box,3417.96,5,0.1,-372.47
CA-2018-100389,2018-03-15,2018-03-17,Second Class,CUST-7262,Home Office,United States,San Jose,California,91988,West,PROD-444595,Technology,Accessories,Mechanical Keyboard,644.64,2,0.3,246.46
CA-2016-100390,2017-11-05,2017-11-12,Standard Class,CUST-4387,Home Office,United States,Chicago,Illinois,86156,Central,PROD-913145,Technology,Accessories,Wireless Mouse,1491.43,3,0.1,86.56
CA-2017-100391,2016-10-24,2016-10-26,First Class,CUST-2111,Home Office,United States,Dallas,Texas,25517,South,PROD-000013,Furniture,Tables,Office Desk Table,136.51,6,0.2,44.79
CA-2018-100392,2018-04-27,2018-05-03,First Class,CUST-8258,Home Office,United States,Phoenix,Arizona,29917,West,PROD-076447,Furniture,Bookcases,Atlantic Metal Bookcase,41.32,2,0.2,6.75
CA-2016-100393,2017-04-17,2017-04-20,Standard Class,CUST-1427,Corporate,United States,Los Angeles,California,72469,West,PROD-034706,Furniture,Storage,Mobile File Cart,2815.6,6,0.1,876.43
CA-2017-100394,2018-10-03,2018-10-10,Standard Class,CUST-3683,Consumer,United States,Houston,Texas,14224,South,PROD-499462,Office Supplies,Binders,D-Ring Binder 3in,654.95,4,0.1,166.79
CA-2018-100395,2016-05-15,2016-05-17,Same Day,CUST-9027,Home Office,United States,Philadelphia,Pennsylvania,69971,East,PROD-293155,Furniture,Furnishings,Wall Clock,341.81,1,0.3,79.34
CA-2016-100396,2018-03-18,2018-03-18,Second Class,CUST-8399,Corporate,United States,New York,New York,42207,East,PROD-844518,Technology,Copiers,Commercial Copier 3000,1564.91,5,0.0,-134.72
CA-2017-100397,2018-06-19,2018-06-25,First Class,CUST-5684,Corporate,United States,Chicago,Illinois,65372,Central,PROD-173509,Office Supplies,Appliances,Office Shredder,2246.35,6,0.1,175.55
CA-2018-100398,2018-07-14,2018-07-15,Second Class,CUST-3945,Home Office,United States,Dallas,Texas,27734,South,PROD-316180,Office Supplies,Storage,Mobile File Cart,69.45,4,0.3,10.71
CA-2016-100399,2017-02-17,2017-02-24,Second Class,CUST-5097,Corporate,United States,Chicago,Illinois,26193,Central,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,1232.87,6,0.3,291.11
CA-2017-100400,2018-11-13,2018-11-15,Same Day,CUST-7235,Consumer,United States,Chicago,Illinois,53934,Central,PROD-913145,Technology,Accessories,Wireless Mouse,294.4,2,0.0,15.23
CA-2018-100401,2017-09-25,2017-10-02,First Class,CUST-3960,Consumer,United States,Chicago,Illinois,36588,Central,PROD-034706,Furniture,Storage,Mobile File Cart,258.73,1,0.3,32.63
CA-2016-100402,2016-01-12,2016-01-19,Standard Class,CUST-4553,Home Office,United States,San Diego,California,69472,West,PROD-943888,Office Supplies,Storage,Plastic Storage Box,2169.37,5,0.1,714.38
CA-2017-100403,2017-07-23,2017-07-26,Second Class,CUST-4028,Consumer,United States,New York,New York,95626,East,PROD-491151,Office Supplies,Binders,A4 2-Ring Binder,428.21,1,0.2,-0.57
CA-2018-100404,2016-06-28,2016-06-28,Second Class,CUST-7831,Consumer,United States,Chicago,Illinois,98092,Central,PROD-173509,Office Supplies,Appliances,Office Shredder,1922.31,4,0.2,689.89
CA-2016-100405,2016-07-09,2016-07-13,First Class,CUST-7038,Corporate,United States,Los Angeles,California,66010,West,PROD-181520,Technology,Phones,Cordless Office Phone,358.28,4,0.2,-0.89
CA-2017-100406,2018-04-27,2018-04-30,Standard Class,CUST-1953,Consumer,United States,San Jose,California,92441,West,PROD-181520,Technology,Phones,Cordless Office Phone,2651.9,6,0.2,149.12
CA-2018-100407,2017-10-10,2017-10-14,First Class,CUST-3125,Home Office,United States,San Jose,California,75063,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,1273.52,2,0.1,286.74
CA-2016-100408,2017-01-31,2017-01-31,Second Class,CUST-1392,Corporate,United States,Los Angeles,California,37175,West,PROD-844518,Technology,Copiers,Commercial Copier 3000,243.33,1,0.1,-47.02
CA-2017-100409,2017-02-16,2017-02-20,First Class,CUST-2111,Corporate,United States,Phoenix,Arizona,76412,West,PROD-245086,Technology,Machines,All-in-One Printer,440.19,1,0.2,16.56
CA-2018-100410,2016-02-29,2016-03-02,Standard Class,CUST-6415,Corporate,United States,San Diego,California,72193,West,PROD-244766,Furniture,Chairs,Executive Leather Chair,805.8,2,0.2,62.44
CA-2016-100411,2018-04-27,2018-04-27,First Class,CUST-6169,Home Office,United States,Dallas,Texas,12453,South,PROD-034706,Furniture,Storage,Mobile File Cart,155.63,3,0.1,-4.94
CA-2017-100412,2016-03-04,2016-03-09,Same Day,CUST-9753,Consumer,United States,San Jose,California,89388,West,PROD-608919,Office Supplies,Paper,A4 Printer Paper 500 sheets,1357.65,3,0.2,306.7
CA-2018-100413,2017-07-10,2017-07-16,Second Class,CUST-9143,Consumer,United States,Philadelphia,Pennsylvania,69232,East,PROD-152224,Office Supplies,Paper,Premium Glossy Photo Paper,188.45,2,0.0,50.25
CA-2016-100414,2016-07-08,2016-07-15,Second Class,CUST-8907,Home Office,United States,Chicago,Illinois,34931,Central,PROD-316180,Office Supplies,Storage,Mobile File Cart,356.76,3,0.0,104.63
CA-2017-100415,2018-11-23,2018-11-25,Standard Class,CUST-1598,Corporate,United States,San Antonio,Texas,78464,South,PROD-132522,Furniture,Bookcases,Sauder Heritage Bookcase,551.21,1,0.0,-0.01
CA-2018-100416,2016-04-04,2016-04-05,First Class,CUST-1368,Home Office,United States,Phoenix,Arizona,93735,West,PROD-000013,Furniture,Tables,Office Desk Table,372.51,2,0.2,98.22
